Growth..1991...2001.,Number.of.households,Sex.ratio..females.per.1000.males.,Sex.ratio..0.6.years.,Data.without.level,Below.Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate.and.Above,Main.workers,Marginal.workers,Drinking.water.facilities,Safe.Drinking.water,Electricity..Power.Supply.,Electricity..domestic.,Electricity..Agriculture.,Medical.facility,Primary.Health.Centre,Primary.Health.Sub.Centre,Post..telegraph.and.telephone.facility,Bus.services,Paved.approach.road,Persons,Primary.school,Middle.schools,Secondary.Sr.Secondary.schools,College,Persons..literate,Literacy Rate,Institutions,Persons Per EduInst,Medical Institutions,Persons Per MedInst
21.52,688139,942,969,36191,726663,450354,294751,230179,70820,1025433,277703,741,732,524,462,NA,570,47,181,439,395,496,3401173,700,181,128,3,1810083,0.532193746,1009,3370.835481,798,4262.121554
14.15,517878,949,963,23424,592743,365660,210694,153907,40012,754311,212394,1138,1137,583,537,26,758,40,203,323,337,519,2479155,922,184,159,3,1386965,0.5594507,1265,1959.806324,1001,2476.678322
28.72,464648,938,965,34890,407587,195557,147724,107439,29145,716483,219041,1465,1463,757,665,70,648,29,142,541,339,537,2441794,1044,136,108,1,923477,0.378196113,1288,1895.802795,819,2981.433455
22.11,318079,951,965,17380,348112,182219,130432,93373,27518,471187,141541,1573,1573,892,717,NA,627,25,103,362,323,370,1503178,998,139,133,1,799479,0.531859168,1270,1183.604724,755,1990.964238
24.77,631935,948,963,29219,581062,313521,203944,159619,44408,967143,373563,1637,1637,1126,922,NA,794,46,218,644,368,591,3290468,1144,262,214,5,1332704,0.40501959,1620,2031.153086,1058,3110.083176
23.7,1140095,952,971,66432,1087866,681327,384598,308022,91654,1672311,332863,1899,1899,1624,1035,NA,1273,83,385,680,569,891,5866569,1566,392,311,5,2620538,0.44669005,2269,2585.53063,1741,3369.654796
17.88,598429,950,963,29564,603030,371539,264683,209034,74737,831699,296798,2237,2234,1956,1605,NA,1018,73,162,837,752,813,3015422,1770,340,271,6,1553852,0.515301673,2381,1266.451911,1253,2406.561852
14.36,1390072,922,956,105666,1329183,991623,728878,748285,297950,1902334,548907,2437,2433,2207,1825,NA,1588,115,496,1372,1134,1626,6895514,2157,504,428,7,4205146,0.609837932,3089,2232.28035,2199,3135.749886
19.51,959987,946,971,42781,947612,695736,465510,364806,127632,1405724,209981,1245,1245,1161,752,NA,738,59,126,595,452,785,4604827,1133,283,244,6,2644461,0.574280206,1660,2773.992169,923,4988.978332
22.64,1826518,926,957,92843,1711235,1423093,1133954,1167918,621001,2623352,364808,1567,1567,1274,943,NA,955,61,314,791,482,1286,8934286,1391,316,324,4,6151527,0.688530343,2031,4398.959133,1330,6717.508271
15.72,1043895,947,951,42708,1046502,854367,578414,543704,267093,1528040,331447,1884,1884,1826,1105,NA,1268,67,374,1080,759,1095,5041976,1607,371,289,9,3333988,0.661246305,2267,2224.074107,1709,2950.249269
13.79,606020,952,952,31455,640634,411875,330270,240753,78487,944216,483056,3548,3546,2214,2026,192,1081,86,291,841,1027,1122,3192695,2663,356,317,7,1734222,0.543184363,3336,957.0428657,1458,2189.777092
13.96,449895,954,964,30730,428648,276749,229429,166519,49425,645506,481982,2452,2443,1232,1201,6,1173,66,157,563,651,778,2536516,2135,270,195,6,1182284,0.466105477,2600,975.5830769,1396,1816.988539
15.68,1827721,955,951,86179,2465907,1586123,1034942,743625,246415,2530112,1220945,10475,10455,4835,4150,NA,3560,175,878,2128,1807,4166,9610788,6133,1122,831,22,6164316,0.641395482,8086,1188.571358,4613,2083.41383
14.6,838520,906,955,37531,890143,759810,506707,489226,211494,1224972,213902,726,726,682,623,NA,410,46,150,363,331,623,4273099,683,196,154,6,2895625,0.677640513,1033,4136.591481,606,7051.318482
4.11,929586,829,927,90294,564119,627376,579556,863520,654046,1623779,93955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4572876,NA,NA,NA,NA,3382103,0.739600855,NA,NA,NA,NA
20.89,1321929,937,964,69188,1682734,1024531,641593,465067,182893,1678130,564630,2079,2077,1322,1300,6,1311,82,479,931,760,1634,6906689,1774,535,398,12,4067343,0.588899109,2707,2551.418175,1872,3689.47062
